position_slug,position_name,description,detailed_instructions,category,difficulty_level,intimacy_level,required_flexibility,tags,benefits,tips,image_url,image_url_illustrated,thumbnail_url,video_tutorial_url,animation_url,image_file,image_illustrated_file,thumbnail_file,video_tutorial_file,animation_file,sort_order,is_premium,requires_dlc,is_active
494-twerk-on-dick,494 Twerk On Dick,Illustrated 494 Twerk On Dick position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|494|twerk|on|dick,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,494-twerk-on-dick.png,,,,,,false,true,true
495-ghetto,495 Ghetto,Illustrated 495 Ghetto position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|495|ghetto,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,495-ghetto.png,,,,,,false,true,true
496-doggy-on-the-edge-2,496 Doggy On The Edge 2,Illustrated 496 Doggy On The Edge 2 position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|496|doggy|on|the|edge,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,496-doggy-on-the-edge-2.png,,,,,,false,true,true
497-tantra-chair,497 Tantra Chair,Illustrated 497 Tantra Chair position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|497|tantra|chair,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,497-tantra-chair.png,,,,,,false,true,true
498-crazy-doggy,498 Crazy Doggy,Illustrated 498 Crazy Doggy position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|498|crazy|doggy,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,498-crazy-doggy.png,,,,,,false,true,true
499-pearl,499 Pearl,Illustrated 499 Pearl position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|499|pearl,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,499-pearl.png,,,,,,false,true,true
5-aquarius,5 Aquarius,Illustrated 5 Aquarius position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|aquarius,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,5-aquarius.png,,,,,,false,true,true
50-bullfighter,50 Bullfighter,Illustrated 50 Bullfighter position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|50|bullfighter,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,50-bullfighter.png,,,,,,false,true,true
500-anna,500 Anna,Illustrated 500 Anna position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|500|anna,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,500-anna.png,,,,,,false,true,true
501-uriosity,501 Uriosity,Illustrated 501 Uriosity position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|501|uriosity,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,501-uriosity.png,,,,,,false,true,true
502-khaleesi,502 Khaleesi,Illustrated 502 Khaleesi position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|502|khaleesi,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,502-khaleesi.png,,,,,,false,true,true
503-insatiable-clitoris,503 Insatiable Clitoris,Illustrated 503 Insatiable Clitoris position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|503|insatiable|clitoris,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,503-insatiable-clitoris.png,,,,,,false,true,true
504-breeze,504 Breeze,Illustrated 504 Breeze position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|504|breeze,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,504-breeze.png,,,,,,false,true,true
505-weird-fantasy,505 Weird Fantasy,Illustrated 505 Weird Fantasy position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|505|weird|fantasy,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,505-weird-fantasy.png,,,,,,false,true,true
506-crazy-monkey,506 Crazy Monkey,Illustrated 506 Crazy Monkey position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|506|crazy|monkey,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,506-crazy-monkey.png,,,,,,false,true,true
507-butler,507 Butler,Illustrated 507 Butler position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|507|butler,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,507-butler.png,,,,,,false,true,true
508-houdini,508 Houdini,Illustrated 508 Houdini position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|508|houdini,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,508-houdini.png,,,,,,false,true,true
509-tea-bag-2,509 Tea Bag 2,Illustrated 509 Tea Bag 2 position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|509|tea|bag,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,509-tea-bag-2.png,,,,,,false,true,true
51-marsh-mallow,51 Marsh Mallow,Illustrated 51 Marsh Mallow position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|51|marsh|mallow,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,51-marsh-mallow.png,,,,,,false,true,true
510-dream,510 Dream,Illustrated 510 Dream position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|510|dream,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,510-dream.png,,,,,,false,true,true
511-donkey-punch,511 Donkey Punch,Illustrated 511 Donkey Punch position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|511|donkey|punch,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,511-donkey-punch.png,,,,,,false,true,true
512-venus-flytrap,512 Venus Flytrap,Illustrated 512 Venus Flytrap position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|512|venus|flytrap,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,512-venus-flytrap.png,,,,,,false,true,true
513-wheelbarrow-2,513 Wheelbarrow 2,Illustrated 513 Wheelbarrow 2 position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|513|wheelbarrow,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,513-wheelbarrow-2.png,,,,,,false,true,true
514-special-fellatio,514 Special Fellatio,Illustrated 514 Special Fellatio position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|514|special|fellatio,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,514-special-fellatio.png,,,,,,false,true,true
52-creme-brulee,52 Creme Brulee,Illustrated 52 Creme Brulee position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|52|creme|brulee,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,52-creme-brulee.png,,,,,,false,true,true
53-precipice,53 Precipice,Illustrated 53 Precipice position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|53|precipice,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,53-precipice.png,,,,,,false,true,true
54-tiara,54 Tiara,Illustrated 54 Tiara position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|54|tiara,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,54-tiara.png,,,,,,false,true,true
55-spread-eagle,55 Spread Eagle,Illustrated 55 Spread Eagle position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|55|spread|eagle,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,55-spread-eagle.png,,,,,,false,true,true
56-turtle,56 Turtle,Illustrated 56 Turtle position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|56|turtle,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,56-turtle.png,,,,,,false,true,true
57-slope,57 Slope,Illustrated 57 Slope position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|57|slope,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,57-slope.png,,,,,,false,true,true
58-flying-squirrel,58 Flying Squirrel,Illustrated 58 Flying Squirrel position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|58|flying|squirrel,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,58-flying-squirrel.png,,,,,,false,true,true
59-crab,59 Crab,Illustrated 59 Crab position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|59|crab,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,59-crab.png,,,,,,false,true,true
6-straddle,6 Straddle,Illustrated 6 Straddle position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|straddle,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,6-straddle.png,,,,,,false,true,true
60-victory,60 Victory,Illustrated 60 Victory position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|60|victory,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,60-victory.png,,,,,,false,true,true
61-speaker,61 Speaker,Illustrated 61 Speaker position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|61|speaker,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,61-speaker.png,,,,,,false,true,true
62-mast,62 Mast,Illustrated 62 Mast position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|62|mast,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,62-mast.png,,,,,,false,true,true
63-croissant,63 Croissant,Illustrated 63 Croissant position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|63|croissant,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,63-croissant.png,,,,,,false,true,true
64-tango,64 Tango,Illustrated 64 Tango position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|64|tango,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,64-tango.png,,,,,,false,true,true
65-case,65 Case,Illustrated 65 Case position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|65|case,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,65-case.png,,,,,,false,true,true
66-rose,66 Rose,Illustrated 66 Rose position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|66|rose,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,66-rose.png,,,,,,false,true,true
67-missionary,67 Missionary,Illustrated 67 Missionary position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|67|missionary,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,67-missionary.png,,,,,,false,true,true
68-bulldog,68 Bulldog,Illustrated 68 Bulldog position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|68|bulldog,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,68-bulldog.png,,,,,,false,true,true
69-bud,69 Bud,Illustrated 69 Bud position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|69|bud,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,69-bud.png,,,,,,false,true,true
7-candle,7 Candle,Illustrated 7 Candle position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|candle,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,7-candle.png,,,,,,false,true,true
70-mermaid,70 Mermaid,Illustrated 70 Mermaid position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|70|mermaid,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,70-mermaid.png,,,,,,false,true,true
71-lazy-dog,71 Lazy Dog,Illustrated 71 Lazy Dog position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|71|lazy|dog,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,71-lazy-dog.png,,,,,,false,true,true
72-workout,72 Workout,Illustrated 72 Workout position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|72|workout,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,72-workout.png,,,,,,false,true,true
73-yin-yang,73 Yin Yang,Illustrated 73 Yin Yang position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|73|yin|yang,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,73-yin-yang.png,,,,,,false,true,true
74-shell,74 Shell,Illustrated 74 Shell position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|74|shell,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,74-shell.png,,,,,,false,true,true
75-symphony,75 Symphony,Illustrated 75 Symphony position with comfort-first guidance.,"Confirm mutual consent and boundaries before starting.
Choose a stable, comfortable surface and add support cushions if needed.
Align your bodies slowly and adjust angles for comfort and stability.
Pause to check in and stop immediately if there is pain or discomfort.",positions,intermediate,medium,some,positions|75|symphony,Encourages communication and teamwork between partners.|Can be adapted with props for comfort and accessibility.,Move slowly at first and adjust posture to avoid joint strain.|Use steady breathing to stay relaxed and coordinated.|Hydrate and take breaks as needed.,,,,,,75-symphony.png,,,,,,false,true,true
